concentration,mu_h(c)
0.012673983,-0.10585904
0.0126,-0.12330985
0.012610808,-0.11343956
0.0126,-0.12169838
0.017822649,-0.11372185
0.014538837,-0.10944724
0.014152682,-0.11953211
0.013543335,-0.100717545
0.017120435,-0.10427594
0.013402902,-0.0962677
0.0126,-0.13944602
0.0126,-0.12992
0.0126,-0.13059664
0.0126,-0.14987755
0.012742095,-0.13793874
0.012847986,-0.14468908
0.027104742,0.20501328
0.053720927,0.20250511
0.063751451,0.19632435
0.05187242,0.1806786
0.065825655,0.1727767
0.061125757,0.14254689
0.045928955,0.15663743
0.042808765,0.092936754
0.058260737,0.122703314
0.053008366,0.23904228
0.069475528,0.23913026
0.054779254,0.23974109
0.039735414,0.2306819
0.045679265,0.23167992
0.021380997,0.22044325
0.053927703,0.21896553
0.03252685,0.22063327
0.051694801,0.23201752
0.081259318,0.2581885
0.050700493,0.25404096
