concentration,j_0(c)
0.030820339,1.5404346e-05
0.02986633,1.5725282e-05
0.035544283,2.1101894e-05
0.027514311,2.1328693e-05
0.021672156,2.1526927e-05
0.023366915,2.1107511e-05
0.018309934,2.1332651e-05
0.015120996,2.1116113e-05
0.017582317,2.1900913e-05
0.014280352,2.1946493e-05
0.017754196,2.1805392e-05
0.030614243,2.1630176e-05
0.025225179,2.1769492e-05
0.019766409,2.1887075e-05
0.026320403,2.1651842e-05
0.021818778,2.1787117e-05
0.021559874,2.1674163e-05
0.033861095,2.1472615e-05
0.026698717,2.149949e-05
0.035228809,2.1296319e-05
0.056273322,1.2202071e-05
0.05978997,1.1642118e-05
0.045514019,1.1148601e-05
0.058145677,1.1745841e-05
0.061031598,1.1218866e-05
0.044556989,1.1313838e-05
0.032437194,1.2584215e-05
0.048900811,1.2384973e-05
0.041304129,1.1919344e-05
0.036047455,1.0479861e-05
0.043833716,1.086459e-05
0.050116371,1.0801796e-05
0.017279329,9.496071e-06
0.020234386,9.3062845e-06
0.026459133,9.175843e-06
0.025878099,9.47436e-06
0.037129455,9.280128e-06
0.051179445,9.463909e-06
0.018023874,9.893779e-06
0.017424368,9.673543e-06
0.025178287,9.661548e-06
0.021464894,1.0182157e-05
0.029610378,9.915154e-06
0.02744894,1.0535328e-05
0.03279241,9.089967e-06
0.04235028,9.116269e-06
0.044884134,9.07745e-06
0.044964991,9.098936e-06
0.051014056,9.055186e-06
0.060246461,9.170705e-06
0.02202769,1.3186377e-05
0.024920882,1.3087729e-05
0.042801144,1.30048265e-05
0.026573035,1.3774937e-05
0.036892216,1.3688642e-05
0.032003702,1.4390681e-05
0.039208097,1.4694983e-05
0.057766563,1.3989304e-05
0.047645914,1.5018663e-05
0.018988988,1.2465277e-05
0.023955614,1.1796551e-05
0.016212268,1.2359819e-05
0.01581132,2.07868e-05
0.0126,2.0516814e-05
0.01446522,2.0229076e-05
0.022897567,2.0395612e-05
0.014230194,2.0091786e-05
0.036366976,1.9954252e-05
0.038548599,2.0762353e-05
0.023713098,2.077304e-05
0.039921508,2.0378944e-05
0.018510625,1.9645777e-05
0.020568586,1.899407e-05
0.017827884,1.9484713e-05
0.070934896,2.0580279e-05
0.061339332,2.0766132e-05
0.04762197,2.0940017e-05
0.069027208,2.0375299e-05
0.052849471,2.0574846e-05
0.052522857,2.016634e-05
0.034311461,1.928818e-05
0.017927839,1.8769504e-05
0.017866544,1.823822e-05
0.026110435,1.8545414e-05
0.02057608,1.7986808e-05
0.029807036,1.7737406e-05
0.03449736,1.6611557e-05
0.035321338,1.717199e-05
0.020939759,1.7445891e-05
0.081164677,1.5223666e-05
0.071309619,1.6080861e-05
0.049264035,1.6924223e-05
0.07170002,1.5497593e-05
0.052929013,1.6344035e-05
0.050327771,1.5777712e-05
